Date,Country,Province,School,Workplace,CancelPublicEvents,RestrictionsOnGatherings,PublicTransport,StayAtHome,RestrictionsOnInternal,InternationalTravel
2022-03-28,Australia,,0,2,2,4,1,0,2,3
2022-03-28,Australia,Australian Capital Territory,9,9,9,9,9,9,9,9
2022-03-28,Australia,New South Wales,9,9,9,9,9,9,9,9
2022-03-28,Australia,Northern Territory,9,9,9,9,9,9,9,9
2022-03-28,Australia,Queensland,9,9,9,9,9,9,9,9
2022-03-28,Australia,South Australia,9,9,9,9,9,9,9,9
2022-03-28,Australia,Tasmania,9,9,9,9,9,9,9,9
2022-03-28,Australia,Victoria,9,9,9,9,9,9,9,9
2022-03-28,Australia,Western Australia,9,9,9,9,9,9,9,9
2022-03-28,Austria,,2,2,1,3,0,0,0,1
2022-03-28,Belgium,,9,9,9,9,9,9,9,9
2022-03-28,Canada,,2,2,2,3,0,1,2,4
2022-03-28,Canada,Alberta,9,9,9,9,9,9,9,9
2022-03-28,Canada,British Columbia,9,9,9,9,9,9,9,9
2022-03-28,Canada,Manitoba,9,9,9,9,9,9,9,9
2022-03-28,Canada,New Brunswick,9,9,9,9,9,9,9,9
2022-03-28,Canada,Newfoundland and Labrador,9,9,9,9,9,9,9,9
2022-03-28,Canada,Northwest Territories,9,9,9,9,9,9,9,9
2022-03-28,Canada,Nova Scotia,9,9,9,9,9,9,9,9
2022-03-28,Canada,Nunavut,9,9,9,9,9,9,9,9
2022-03-28,Canada,Ontario,9,9,9,9,9,9,9,9
2022-03-28,Canada,Prince Edward Island,9,9,9,9,9,9,9,9
2022-03-28,Canada,Quebec,9,9,9,9,9,9,9,9
2022-03-28,Canada,Saskatchewan,9,9,9,9,9,9,9,9
2022-03-28,Canada,Yukon,9,9,9,9,9,9,9,9
2022-03-28,Chile,,9,9,9,9,9,9,9,9
2022-03-28,China,,9,9,9,9,9,9,9,9
2022-03-28,China,Anhui,9,9,9,9,9,9,9,9
2022-03-28,China,Beijing,9,9,9,9,9,9,9,9
2022-03-28,China,Chongqing,9,9,9,9,9,9,9,9
2022-03-28,China,Fujian,9,9,9,9,9,9,9,9
2022-03-28,China,Gansu,9,9,9,9,9,9,9,9
2022-03-28,China,Guangdong,9,9,9,9,9,9,9,9
2022-03-28,China,Guangxi,9,9,9,9,9,9,9,9
2022-03-28,China,Guizhou,9,9,9,9,9,9,9,9
2022-03-28,China,Hainan,9,9,9,9,9,9,9,9
2022-03-28,China,Hebei,9,9,9,9,9,9,9,9
2022-03-28,China,Heilongjiang,9,9,9,9,9,9,9,9
2022-03-28,China,Henan,9,9,9,9,9,9,9,9
2022-03-28,China,Hubei,9,9,9,9,9,9,9,9
2022-03-28,China,Hunan,9,9,9,9,9,9,9,9
2022-03-28,China,Inner Mongolia,9,9,9,9,9,9,9,9
2022-03-28,China,Jiangsu,9,9,9,9,9,9,9,9
2022-03-28,China,Jiangxi,9,9,9,9,9,9,9,9
2022-03-28,China,Jilin,9,9,9,9,9,9,9,9
2022-03-28,China,Liaoning,9,9,9,9,9,9,9,9
2022-03-28,China,Ningxia,9,9,9,9,9,9,9,9
2022-03-28,China,Qinghai,9,9,9,9,9,9,9,9
2022-03-28,China,Shaanxi,9,9,9,9,9,9,9,9
2022-03-28,China,Shandong,9,9,9,9,9,9,9,9
2022-03-28,China,Shanghai,9,9,9,9,9,9,9,9
2022-03-28,China,Shanxi,9,9,9,9,9,9,9,9
2022-03-28,China,Sichuan,9,9,9,9,9,9,9,9
2022-03-28,China,Tianjin,9,9,9,9,9,9,9,9
2022-03-28,China,Tibet,9,9,9,9,9,9,9,9
2022-03-28,China,Xinjiang,9,9,9,9,9,9,9,9
2022-03-28,China,Yunnan,9,9,9,9,9,9,9,9
2022-03-28,China,Zhejiang,9,9,9,9,9,9,9,9
2022-03-28,Colombia,,1,2,2,2,1,0,0,3
2022-03-28,Costa Rica,,0,2,2,2,0,1,0,2
2022-03-28,Czechia,,9,9,9,9,9,9,9,9
2022-03-28,Denmark,,9,9,9,9,9,9,9,9
2022-03-28,Estonia,,9,9,9,9,9,9,9,9
2022-03-28,Finland,,9,9,9,9,9,9,9,9
2022-03-28,France,,9,9,9,9,9,9,9,9
2022-03-28,Germany,,2,2,0,2,2,1,2,9
2022-03-28,Greece,,9,9,9,9,9,9,9,9
2022-03-28,Hungary,,9,9,9,9,9,9,9,9
2022-03-28,Iceland,,9,9,9,9,9,9,9,9
