Date,Country,Vaccine,NumberOfVaccinated
2022-05-05,Czechia,Johnson&Johnson,412796
2022-05-05,Czechia,Moderna,1593957
2022-05-05,Czechia,Novavax,6789
2022-05-05,Czechia,Pfizer/BioNTech,14683170
2022-05-05,France,Johnson&Johnson,1087011
2022-05-05,France,Moderna,23643769
2022-05-05,France,Novavax,16352
2022-05-05,France,Oxford/AstraZeneca,7858852
2022-05-05,France,Pfizer/BioNTech,111026745
2022-05-05,Germany,Johnson&Johnson,3720200
2022-05-05,Germany,Moderna,30431970
2022-05-05,Germany,Novavax,113341
2022-05-05,Germany,Oxford/AstraZeneca,12876777
2022-05-05,Germany,Pfizer/BioNTech,131808436
2022-05-05,Italy,Moderna,33877666
2022-05-05,Italy,Novavax,40153
2022-05-05,Italy,Pfizer/BioNTech,89415070
2022-05-05,Latvia,Johnson&Johnson,293515
2022-05-05,Latvia,Moderna,713309
2022-05-05,Latvia,Novavax,339
2022-05-05,Latvia,Pfizer/BioNTech,1616952
2022-05-05,South Korea,Johnson&Johnson,1543010
2022-05-05,South Korea,Moderna,24506120
2022-05-05,South Korea,Novavax,413185
2022-05-05,South Korea,Oxford/AstraZeneca,20319156
2022-05-05,South Korea,Pfizer/BioNTech,76878236
2022-05-05,United States,Johnson&Johnson,18724225
2022-05-05,United States,Moderna,217673796
2022-05-05,United States,Pfizer/BioNTech,340886777
