Date,Country,VaccinatedRate
2022-02-20,Australia,85.23
2022-02-20,Belgium,79.14
2022-02-20,Canada,85.43
2022-02-20,China,0.00
2022-02-20,Colombia,80.26
2022-02-20,Czechia,64.71
2022-02-20,Denmark,83.35
2022-02-20,Estonia,64.65
2022-02-20,Finland,80.53
2022-02-20,France,82.44
2022-02-20,Germany,75.54
2022-02-20,Greece,75.61
2022-02-20,Hungary,66.32
2022-02-20,Ireland,81.20
2022-02-20,Israel,76.20
2022-02-20,Italy,83.79
2022-02-20,Japan,80.61
2022-02-20,Latvia,71.85
2022-02-20,Lithuania,72.33
2022-02-20,Luxembourg,75.42
2022-02-20,Mexico,65.28
2022-02-20,New Zealand,0.00
2022-02-20,Norway,79.17
2022-02-20,Poland,59.50
2022-02-20,Portugal,94.84
2022-02-20,Slovakia,51.58
2022-02-20,Slovenia,60.78
2022-02-20,South Korea,86.46
2022-02-20,Spain,87.79
2022-02-20,Switzerland,69.71
2022-02-20,Taiwan,80.86
2022-02-20,Turkey,67.76
2022-02-20,United Kingdom,77.08
