Date,Country,VaccinatedRate
2022-05-25,Australia,86.52
2022-05-25,Chile,93.45
2022-05-25,China,0.00
2022-05-25,Czechia,64.91
2022-05-25,Finland,81.35
2022-05-25,France,83.14
2022-05-25,Germany,76.93
2022-05-25,Greece,76.32
2022-05-25,Israel,76.33
2022-05-25,Italy,84.12
2022-05-25,Japan,82.12
2022-05-25,Latvia,72.06
2022-05-25,Lithuania,72.55
2022-05-25,New Zealand,0.00
2022-05-25,Norway,79.37
2022-05-25,Poland,60.09
2022-05-25,Slovenia,60.88
2022-05-25,South Korea,86.93
2022-05-25,Taiwan,84.85
2022-05-25,Turkey,68.01
2022-05-25,United States,77.62
