Date,Country,VaccinatedRate
2022-04-05,Australia,86.18
2022-04-05,China,88.54
2022-04-05,Czechia,64.83
2022-04-05,Denmark,83.26
2022-04-05,Estonia,64.86
2022-04-05,Finland,81.23
2022-04-05,Germany,75.92
2022-04-05,Greece,76.20
2022-04-05,Hungary,66.47
2022-04-05,Israel,76.27
2022-04-05,Italy,84.04
2022-04-05,Japan,81.47
2022-04-05,Lithuania,72.46
2022-04-05,New Zealand,88.16
2022-04-05,Norway,79.27
2022-04-05,Poland,59.82
2022-04-05,Slovenia,60.84
2022-04-05,South Korea,86.80
2022-04-05,Taiwan,81.61
2022-04-05,Turkey,67.95
