Date,Country,VaccinatedRate
2022-05-05,Australia,86.42
2022-05-05,Chile,93.28
2022-05-05,China,89.05
2022-05-05,Czechia,64.88
2022-05-05,Denmark,83.20
2022-05-05,France,83.07
2022-05-05,Germany,76.89
2022-05-05,Greece,76.29
2022-05-05,Israel,0.00
2022-05-05,Italy,84.10
2022-05-05,Japan,81.90
2022-05-05,Latvia,72.04
2022-05-05,Lithuania,72.53
2022-05-05,New Zealand,88.23
2022-05-05,Norway,79.32
2022-05-05,Poland,60.00
2022-05-05,Slovenia,60.87
2022-05-05,South Korea,86.91
2022-05-05,Taiwan,83.04
2022-05-05,Turkey,67.99
2022-05-05,United States,77.50
