Date,Country,VaccinatedRate
2022-06-02,Australia,86.56
2022-06-02,Chile,93.53
2022-06-02,China,0.00
2022-06-02,Czechia,64.93
2022-06-02,Denmark,83.15
2022-06-02,France,83.16
2022-06-02,Germany,76.94
2022-06-02,Greece,76.33
2022-06-02,Israel,76.34
2022-06-02,Italy,84.13
2022-06-02,Japan,82.18
2022-06-02,Lithuania,72.56
2022-06-02,New Zealand,88.28
2022-06-02,Norway,79.39
2022-06-02,Poland,60.12
2022-06-02,Slovenia,60.89
2022-06-02,South Korea,86.94
2022-06-02,Sweden,77.12
2022-06-02,Taiwan,87.27
