Date,Country,VaccinatedRate
2022-05-30,Australia,86.55
2022-05-30,China,0.00
2022-05-30,Czechia,64.92
2022-05-30,Denmark,83.16
2022-05-30,Estonia,65.05
2022-05-30,France,83.15
2022-05-30,Germany,76.93
2022-05-30,Greece,76.32
2022-05-30,Hungary,0.00
2022-05-30,Israel,76.33
2022-05-30,Italy,84.13
2022-05-30,Japan,82.17
2022-05-30,Latvia,72.06
2022-05-30,Lithuania,72.56
2022-05-30,New Zealand,88.27
2022-05-30,Norway,79.37
2022-05-30,Poland,60.11
2022-05-30,Slovenia,60.88
2022-05-30,South Korea,86.94
2022-05-30,Switzerland,69.82
2022-05-30,Taiwan,86.06
2022-05-30,Turkey,68.02
2022-05-30,United States,77.67
