tDate,Country,Province,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-26,Australia,Australian Capital Territory,14,0,53,0
2020-03-26,Australia,New South Wales,190,0,1219,7
2020-03-26,Australia,Northern Territory,6,0,12,0
2020-03-26,Australia,Queensland,50,1,493,1
2020-03-26,Australia,South Australia,65,0,235,0
2020-03-26,Australia,Tasmania,11,0,47,0
2020-03-26,Australia,Victoria,54,3,520,3
2020-03-26,Australia,Western Australia,56,1,231,2
2020-03-26,Austria,,1321,19,6909,49
2020-03-26,Belgium,,1298,42,6235,220
2020-03-26,Canada,Alberta,128,0,486,2
2020-03-26,Canada,British Columbia,108,1,725,14
2020-03-26,Canada,Diamond Princess,0,0,0,1
2020-03-26,Canada,Grand Princess,0,0,13,0
2020-03-26,Canada,Manitoba,1,0,36,0
2020-03-26,Canada,New Brunswick,15,0,33,0
2020-03-26,Canada,Newfoundland and Labrador,47,0,82,0
2020-03-26,Canada,Northwest Territories,0,0,1,0
2020-03-26,Canada,Nova Scotia,5,0,73,0
2020-03-26,Canada,Nunavut,0,0,0,0
2020-03-26,Canada,Ontario,170,5,858,13
2020-03-26,Canada,Prince Edward Island,0,0,5,0
2020-03-26,Canada,Quebec,366,9,2140,27
2020-03-26,Canada,Recovered,0,0,0,0
2020-03-26,Canada,Saskatchewan,23,0,95,0
2020-03-26,Canada,Yukon,0,0,3,0
2020-03-26,Chile,,164,1,1306,4
2020-03-26,China,Beijing,5,0,566,8
2020-03-26,China,Fujian,6,0,328,1
2020-03-26,China,Guangdong,15,0,1448,8
2020-03-26,China,Heilongjiang,0,0,484,13
2020-03-26,China,Henan,1,0,1275,22
2020-03-26,China,Hong Kong,43,0,453,4
2020-03-26,China,Hubei,0,6,67801,3169
2020-03-26,China,Inner Mongolia,12,0,89,1
2020-03-26,China,Jiangsu,2,0,640,0
2020-03-26,China,Liaoning,1,0,128,2
2020-03-26,China,Macau,3,0,33,0
2020-03-26,China,Shaanxi,3,0,253,3
2020-03-26,China,Shandong,2,0,771,7
2020-03-26,China,Shanghai,18,0,451,5
2020-03-26,China,Tianjin,6,0,151,3
2020-03-26,China,Unknown,0,0,0,0
2020-03-26,China,Yunnan,2,0,180,2
2020-03-26,China,Zhejiang,2,0,1243,1
2020-03-26,Colombia,,21,2,491,6
2020-03-26,Costa Rica,,30,0,231,2
2020-03-26,Czechia,,271,3,1925,9
2020-03-26,Denmark,,153,7,1877,41
2020-03-26,Denmark,Faroe Islands,8,0,140,0
2020-03-26,Denmark,Greenland,0,0,6,0
2020-03-26,Estonia,,134,0,538,1
2020-03-26,Finland,,78,2,958,5
2020-03-26,France,,3889,364,28856,1695
2020-03-26,France,French Guiana,0,0,28,0
2020-03-26,France,French Polynesia,5,0,30,0
2020-03-26,France,Guadeloupe,0,0,73,1
2020-03-26,France,Martinique,0,0,66,1
2020-03-26,France,Mayotte,0,0,36,0
2020-03-26,France,New Caledonia,0,0,14,0
2020-03-26,France,Reunion,24,0,135,0
2020-03-26,France,Saint Barthelemy,0,0,3,0
2020-03-26,France,St Martin,0,0,11,0
2020-03-26,Germany,,6615,61,43938,267
2020-03-26,Greece,,71,4,892,26
2020-03-26,Hungary,,35,0,261,10
2020-03-26,Iceland,,65,0,802,2
2020-03-26,Ireland,,255,10,1819,19
2020-03-26,Israel,,520,5,2988,10
2020-03-26,Italy,,6203,712,80589,8215
2020-03-26,Japan,,80,2,1387,47
2020-03-26,Latvia,,23,0,244,0
2020-03-26,Lithuania,,55,1,263,3
2020-03-26,Luxembourg,,120,1,1453,9
2020-03-26,Mexico,,70,1,475,6
2020-03-26,Netherlands,,1019,78,7431,434
2020-03-26,Netherlands,Aruba,11,0,28,0
2020-03-26,Netherlands,Curacao,0,0,6,1
2020-03-26,Netherlands,Sint Maarten,0,0,3,0
2020-03-26,New Zealand,,78,0,283,0
2020-03-26,New Zealand,Cook Islands,0,0,0,0
2020-03-26,Norway,,285,0,3369,14
2020-03-26,Poland,,170,2,1221,16
2020-03-26,Portugal,,549,17,3544,60
2020-03-26,Slovakia,,10,0,226,0
2020-03-26,Slovenia,,34,1,562,6
2020-03-26,South Korea,,104,5,9241,131
2020-03-26,Spain,,8271,718,57786,4365
2020-03-26,Sweden,,314,15,2840,77
2020-03-26,Switzerland,,914,38,11811,191
2020-03-26,Taiwan,,17,0,252,2
2020-03-26,Turkey,,1196,16,3629,75
2020-03-26,United Kingdom,,2129,113,11658,578
2020-03-26,United Kingdom,Bermuda,8,0,15,0
2020-03-26,United Kingdom,Cayman Islands,0,0,8,1
2020-03-26,United Kingdom,Channel Islands,20,1,66,1
2020-03-26,United Kingdom,Gibraltar,9,0,35,0
2020-03-26,United Kingdom,Isle of Man,2,0,25,0
2020-03-26,United Kingdom,Montserrat,4,0,5,0
2020-03-26,United Kingdom,Saint Helena_ Ascension and Tristan da Cunha,0,0,0,0
2020-03-26,United States,Alabama,1,0,6,0
2020-03-26,United States,Alabama,1,0,6,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,4,0
2020-03-26,United States,Alabama,1,0,1,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,2,0
2020-03-26,United States,Alabama,4,0,13,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,4,0
2020-03-26,United States,Alabama,1,0,1,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,2,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,1,0
2020-03-26,United States,Alabama,0,0,6,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,2,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,9,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,4,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,3,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,3,0
2020-03-26,United States,Alabama,2,0,4,1
2020-03-26,United States,Alabama,34,0,175,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,2,0,9,0
2020-03-26,United States,Alabama,2,0,3,0
2020-03-26,United States,Alabama,4,0,49,0
2020-03-26,United States,Alabama,2,0,12,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,10,0,56,0
2020-03-26,United States,Alabama,0,0,1,0
2020-03-26,United States,Alabama,3,0,8,0
2020-03-26,United States,Alabama,0,0,3,0
2020-03-26,United States,Alabama,7,0,19,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,2,0,18,0
2020-03-26,United States,Alabama,4,0,11,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,0,0,2,0
2020-03-26,United States,Alabama,1,0,2,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,3,0
2020-03-26,United States,Alabama,6,0,62,0
2020-03-26,United States,Alabama,1,0,11,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alabama,1,0,5,0
2020-03-26,United States,Alabama,0,0,4,0
2020-03-26,United States,Alabama,3,0,22,0
2020-03-26,United States,Alabama,1,0,16,0
2020-03-26,United States,Alabama,1,0,2,0
2020-03-26,United States,Alabama,1,0,2,0
2020-03-26,United States,Alabama,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,11,0,28,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,1,0,11,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,2,0
2020-03-26,United States,Alaska,0,0,4,0
2020-03-26,United States,Alaska,3,0,11,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,1
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,Alaska,0,0,0,0
2020-03-26,United States,American Samoa,0,0,0,0
2020-03-26,United States,Arizona,2,0,9,0
2020-03-26,United States,Arizona,1,0,2,0
2020-03-26,United States,Arizona,5,0,28,1
2020-03-26,United States,Arizona,0,0,0,0
2020-03-26,United States,Arizona,0,0,2,0
2020-03-26,United States,Arizona,0,0,0,0
2020-03-26,United States,Arizona,2,0,2,0
2020-03-26,United States,Arizona,48,0,299,2
2020-03-26,United States,Arizona,2,0,2,0
2020-03-26,United States,Arizona,6,0,43,0
2020-03-26,United States,Arizona,26,0,75,1
2020-03-26,United States,Arizona,12,0,35,0
2020-03-26,United States,Arizona,1,0,2,0
2020-03-26,United States,Arizona,0,2,0,4
2020-03-26,United States,Arizona,1,0,5,0
2020-03-26,United States,Arizona,1,0,4,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,17,0,18,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,4,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,3,0,15,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,7,0,47,1
2020-03-26,United States,Arkansas,0,0,3,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,4,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,1,0,7,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,2,0
2020-03-26,United States,Arkansas,1,0,1,0
2020-03-26,United States,Arkansas,1,0,24,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,2,0,18,0
2020-03-26,United States,Arkansas,0,0,3,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,3,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,1,0,23,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,1,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,3,0,5,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,1,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,3,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,5,0,83,0
2020-03-26,United States,Arkansas,1,0,1,0
2020-03-26,United States,Arkansas,0,0,4,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,2,0
2020-03-26,United States,Arkansas,0,0,2,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,4,0,24,1
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,3,0,11,0
2020-03-26,United States,Arkansas,4,0,10,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,1,0
2020-03-26,United States,Arkansas,0,0,0,0
2020-03-26,United States,California,43,1,178,4
2020-03-26,United States,California,0,0,0,0
2020-03-26,United States,California,0,0,2,0
2020-03-26,United States,California,1,0,5,0
2020-03-26,United States,California,1,0,3,0
2020-03-26,United States,California,0,0,0,0
2020-03-26,United States,California,23,0,131,1
2020-03-26,United States,California,0,0,0,0
2020-03-26,United States,California,0,0,3,0
2020-03-26,United States,California,1,0,19,0
2020-03-26,United States,California,0,0,0,0
2020-03-26,United States,California,5,0,10,0
